TargetFileID,SimilarFileID,Type-1,Type-2,Type-3,Type-4,PredictedType,ModelName,TargetCollection,SimilarCollection
828,1003,-95.67,0.43,0.82,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
829,1003,0.3,0,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
830,971,0,0,0,0.8,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
831,1005,0,0,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
832,1004,0,0,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
833,1003,0.5,0.8,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
834,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
835,1004,0,0,0.4,0.6,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
836,1005,0,0,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
837,1003,0,0.2,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
838,1003,0.0,0.0,0.5,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
839,1003,0.2,0,0.7,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
840,1004,0,0,0,0.6,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
841,1004,0,0,0.75,0.25,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
842,1003,0,0.3,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
843,1003,0,0,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
844,1005,0,0,0.6,0.4,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
845,1004,0,0,0,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
846,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
847,1003,0.7,0,0.85,0.6,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
848,1004,-0.1,-0.3,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
849,1004,0,0,0,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
850,1004,0,0,0.65,0.25,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
851,1005,0,0,0,0.6,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
852,1004,0,0,0.7,0.3,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
853,1003,0.7,0,0.85,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
854,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
855,1004,0.2,0.3,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
856,1004,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
857,1003,0.2,0.3,0.75,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
858,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
859,1003,0.2,0.3,0.6,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
860,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
861,1003,-1.0,0.3,0.7,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
862,1004,0,0,0.75,0.25,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
863,1004,0,0.9,0.1,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
864,1003,-1.0,0.3,0.7,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
865,1003,-1.0,0.0,0.85,0.0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
866,1004,0,0,0.6,0.3,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
867,1003,0.2,0.2,0.7,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
868,1004,0,0,0.75,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
869,1005,0,0,0,0.75,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
870,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
871,1005,0,0,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
872,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
873,1004,0,0.4,0.9,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
874,1003,0.2,0,0.4,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
875,1005,0,0,0,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
876,1005,0,0,0,0.75,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
877,1004,0,0,0.5,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
878,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
879,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
880,1004,0,0.3,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
881,1005,0,0,0.95,0.6,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
882,1005,0,0,0.95,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
883,1004,0,0,0,0.95,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
884,1004,0,0,0,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
885,1003,0.0,0.0,0.85,0.0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
886,971,-1.0,0.7,0.2,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
887,1004,0,0,0.5,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
888,1003,-1.0,-0.4,-0.7,-0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
889,1005,0,0,0.8,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
890,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
891,1004,0,0,0.6,0.4,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
892,1005,0,0,0,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
893,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
894,1005,0,0,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
895,1003,0.0,0.0,0.6,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
896,1004,0,0,0.95,0.05,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
897,1004,0,0,0.6,0.4,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
898,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
899,1005,0,0.4,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
900,1005,0,0.4,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
901,1001,0.0,0.4,0.7,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
902,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
903,1005,-0.9,0.05,0.4,-1.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
904,1004,0,0,0,0.75,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
905,1005,0,0.3,0.9,0.1,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
906,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
907,1005,0,0.85,0.75,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
908,1005,0,0.85,0.75,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
909,1003,0,0.2,0.75,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
910,1004,0,0,0,0.95,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
911,1004,0,0,0.5,0.75,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
912,1004,0,0,0.7,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
913,1003,0.1,0.3,0.7,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
914,1005,0,0,0.8,0.75,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
915,1004,-1,0.5,0.7,-1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
916,1003,0.2,0.3,0.4,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
917,1005,0,0,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
918,1004,0,0,0.6,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
919,1005,0,0.5,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
920,1003,0,0.25,0.75,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
921,1005,0,0.95,0,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
922,1005,0,0,0.85,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
923,1005,0,0,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
924,1005,0,0,0.95,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
925,1003,0.0,0.0,0.6,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
926,1005,0,0.2,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
927,1005,0,0,0.85,0.15,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
928,1005,0,0.5,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
929,1004,0,0,0.6,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
930,1004,0,0,0,0.95,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
931,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
932,1005,0,0,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
933,1004,-1,0.95,0.6,0.0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
934,1004,0,0,0.5,0.7,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
935,1005,0,0,0.95,0.05,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
936,1004,0,0,0.9,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
937,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
938,1004,0,0,0,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
939,1005,0,0,0.85,0.15,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
940,1005,-1,0.85,0.6,-1,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
941,1005,0.3,0.4,0.6,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
942,1005,-1,0.3,0.7,-1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
943,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
944,1004,0,0,0.1,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
945,1004,0,0,0.65,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
946,1005,0,0,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
947,1004,0,0,0,0.6,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
948,1004,0,0,0.4,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
949,1005,0,0,0.85,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
950,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
951,1003,0,0.35,0.8,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
952,1004,0.0,0.3,0.6,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
953,1005,0.2,0.75,0.1,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
954,1004,0,0,0,1,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
955,1003,0,0,0.95,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
956,1003,0.2,0.4,0.7,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
957,1004,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
958,1004,0,0,0,1,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
959,1004,0,0.95,0,0.98,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
960,1004,0.2,1,0.6,0.8,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
961,1005,0,0.3,0.95,0.0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
962,1003,0.2,0.3,0.8,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
963,1004,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
964,1004,0,0.5,0.9,0.3,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
965,1005,0,0.7,0.85,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
966,1004,0,0,0.5,0.3,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
967,1004,0,0,0,0.6,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
968,1004,0,0,0,0.7,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
969,1004,0,0,0,0.6,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
970,1004,0,0,0.7,0.3,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
971,1005,0,0.75,0.85,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
972,1005,0,0.85,0.15,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
973,1003,-0.2,-0.4,0.8,-0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
974,1004,0,0,0.7,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
975,1003,0.9,0.8,0.6,0.0,Type-1,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
976,1005,0,0,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
977,1003,0.0,0.0,0.6,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
978,1005,0,0.7,0.9,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
979,1005,0.2,0.5,0.8,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
980,1004,0,0.95,0.1,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
981,1005,0.4,0.6,0.8,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
982,1004,0,0,0,1,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
983,1005,0,0,0.85,0.15,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
984,1003,0,0,0.6,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
985,1004,0,0,1,1,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
986,1005,0,0,0,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
987,1005,0,0,0,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
988,1003,0,0.6,0.4,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
989,1005,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
990,1004,0,0.6,0.9,0.3,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
991,1004,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
992,1005,0,0,0.65,0.35,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
993,1004,0,0,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
994,1004,0,0,0.95,0.75,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
995,1004,0,0.95,0.7,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
996,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
997,1004,0,0.5,0.9,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
998,1004,0.0,0.5,0.7,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
999,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
1000,1004,0,0,0.85,0.6,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
1001,1003,0.5,0.7,0.8,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
1002,1004,0,0.5,0.7,0.3,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
1003,1005,0,0.75,0.2,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
1004,1005,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
1005,1004,0,0.6,0.75,0.15,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
0,1004,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
1,1004,0,0,0,0.95,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
2,1004,0,0.5,0.7,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
3,1004,0,0.95,0.05,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
4,1005,0,0.75,0.25,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
5,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
6,1004,0,0,0.8,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
7,1004,0,1,0,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
8,1000,0,0.6,0.9,0.1,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
9,1004,0,0,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
10,1004,0,0,0.65,0.95,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
11,1004,0,0.7,0.95,0.05,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
12,1004,0,0.75,0.95,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
13,1004,0,0.5,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
14,1003,0,0.45,0.75,0.15,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
15,1000,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
16,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
17,1005,0,0.6,0.8,0.4,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
18,1004,-0.2,0.9,0.6,0.1,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
19,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
20,971,0,0,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
21,1005,0,0,0.8,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
22,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
23,1005,0.2,0.4,0.6,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
24,1005,-1,0.8,0.35,-1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
25,1004,0,0,0.7,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
26,1005,0.2,0.85,0.6,0.2,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
27,1005,0,0.85,0.4,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
28,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
29,1003,0.3,0.5,0.7,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
30,1003,0.5,0,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
31,1005,0,0,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
32,1004,0,0,0,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
33,1005,0,0,0.6,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
34,1004,0,0,1,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
35,1004,0,0,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
36,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
37,1003,0.5,0.4,0.9,0.0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
38,1004,0,0,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
39,1005,0,0.8,0.5,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
40,1005,0,0.2,0.6,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
41,1004,0,0,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
42,1003,0.8,0.6,0.4,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
43,1004,0,0,0,1,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
44,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
45,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
46,1005,0,0.5,0.4,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
47,1004,0,0,0.15,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
48,1004,0,0,0,0.95,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
49,1004,0,0,0.3,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
50,1004,0,0,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
51,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
52,1004,0,0,0.75,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
53,1004,0,0,0.6,0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
54,1005,0,0,0.75,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
55,1003,0.2,0.4,0.6,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
56,1005,0.2,0.8,0.4,0.05,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
57,1005,-75.0,89.0,45.0,10.0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
58,1005,0,0.3,0.7,0.1,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
59,1005,0.2,0.5,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
60,1005,0,0.95,0.8,0,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
61,1005,0,0,0.75,0.25,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
62,1005,0.6,0.75,0.4,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
63,1005,0,0.5,0.8,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
64,1004,0,0,0.75,0.25,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
65,1005,0,0,0,0.85,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
66,1004,0,0,0.5,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
67,1005,0,0.8,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
68,1004,0,0.5,0.9,0.1,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
69,1005,0,0.3,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
70,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
71,1004,0,0,0.5,0.3,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
72,1004,0,0,0.65,0.35,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
73,1004,0.2,0.6,0.4,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
74,1005,-0.3,0.5,0.8,-0.2,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
75,1003,0,0.3,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
76,1004,0,0.4,0.9,0.05,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
77,1004,0,0,0.7,0.5,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
78,1004,0,0,0.5,0.9,Type-4,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
79,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
80,1005,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
81,1004,0,0,0.5,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
82,1004,0,0,0,0.75,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
83,1005,0,0.6,0.85,0.2,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
84,1005,0.2,0.5,0.7,0.0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
85,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
86,1005,0,0,0.95,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
87,1005,0,0,0.9,0,Type-3,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
88,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
89,1003,0,0.3,0.7,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
90,1004,0,0,0,0,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
91,1005,0,0,0.7,0.3,Non-clone,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
92,1004,-1,0.9,0.65,-1,Type-2,mistralai/codestral-22b-v0.1,fork_M1,fork_M1
